STATION,LATITUDE,LONGITUDE,ALTIUDE,NAME
58724,27.52 ,117.30 ,264.0 ,光泽
58725,27.33 ,117.47 ,192.4 ,邵武
58730,27.77 ,118.03 ,221.3 ,武夷山市
58731,27.92 ,118.53 ,274.8 ,浦城
58734,27.33 ,118.12 ,196.1 ,建阳
58735,27.52 ,118.80 ,201.4 ,松溪
58736,27.37 ,118.82 ,155.8 ,建瓯
58737,27.05 ,118.32 ,220.9 ,政和
58742,28.12 ,119.55 ,159.6 ,云和
58744,27.53 ,119.42 ,826.2 ,寿宁
58745,27.62 ,119.07 ,354.0 ,庆元
58746,27.57 ,119.70 ,506.3 ,泰顺
58747,27.15 ,119.35 ,900.1 ,周宁
58748,27.10 ,119.65 ,46.4 ,福安
58749,27.25 ,119.90 ,670.0 ,柘荣
58750,27.78 ,120.08 ,130.0 ,文成
58751,27.68 ,120.57 ,6.2 ,平阳
58752,27.78 ,120.62 ,9.5 ,瑞安
58754,27.33 ,120.20 ,37.6 ,福鼎
58760,27.83 ,121.15 ,68.8 ,洞头
58804,26.35 ,115.35 ,148.8 ,兴国
58806,26.48 ,116.02 ,210.1 ,宁都
58813,26.85 ,116.33 ,141.6 ,广昌
58814,26.35 ,116.35 ,230.7 ,石城
58818,26.23 ,116.63 ,359.4 ,宁化
58819,26.20 ,116.85 ,310.0 ,清流
58820,26.90 ,117.17 ,345.2 ,泰宁
58821,26.73 ,117.33 ,153.9 ,将乐
58822,26.83 ,116.85 ,341.8 ,建宁
58823,26.80 ,117.80 ,173.7 ,顺昌
58824,26.40 ,117.15 ,319.4 ,明溪
58826,26.40 ,117.80 ,119.9 ,沙县
58828,26.27 ,117.62 ,213.0 ,三明
58834,26.65 ,118.17 ,127.8 ,南平
58836,26.58 ,118.73 ,355.6 ,古田
58837,26.17 ,118.15 ,126.7 ,尤溪
58839,26.23 ,118.85 ,39.8 ,闽清
58843,26.88 ,120.00 ,12.9 ,霞浦
58844,26.15 ,119.15 ,49.6 ,闽候
58845,26.50 ,119.53 ,57.2 ,罗源
58846,26.67 ,119.52 ,32.9 ,宁德
58847,26.08 ,119.28 ,85.4 ,福州
58848,26.20 ,119.53 ,7.1 ,连江
58849,26.17 ,119.93 ,91.0 ,马祖
58900,25.87 ,115.00 ,130.6 ,赣县
58903,25.87 ,116.03 ,194.1 ,瑞金
58905,25.97 ,115.42 ,132.6 ,于都
58906,25.60 ,115.80 ,167.9 ,会昌
58907,25.15 ,115.40 ,288.3 ,安远
58911,25.85 ,116.37 ,311.2 ,长汀
58912,25.68 ,116.75 ,381.8 ,连城
58917,25.15 ,116.07 ,266.8 ,武平
58918,25.05 ,116.42 ,198.9 ,上杭
58921,25.97 ,117.35 ,205.9 ,永安
58923,25.70 ,117.83 ,400.9 ,大田
58926,25.30 ,117.40 ,203.0 ,漳平
58927,25.10 ,117.03 ,341.5 ,龙岩
58928,25.02 ,117.53 ,160.9 ,华安
58929,25.07 ,118.15 ,89.4 ,安溪
58931,25.72 ,118.10 ,1651.1 ,九仙山
58932,25.87 ,118.93 ,86.3 ,永太
58933,26.92 ,118.98 ,870.8 ,屏南
58934,25.33 ,118.27 ,170.3 ,永春
58935,25.48 ,118.23 ,516.8 ,德化
58936,25.37 ,118.70 ,77.0 ,仙游
58938,25.23 ,118.98 ,22.6 ,秀屿港
58940,26.08 ,119.33 ,25.7 ,福州郊区
58941,25.97 ,119.50 ,8.0 ,长乐
58942,25.72 ,119.38 ,38.0 ,福清
58944,25.52 ,119.78 ,30.9 ,平潭
58945,25.45 ,119.85 ,100.0 ,平潭
58946,25.43 ,119.00 ,29.4 ,蒲田
58965,25.05 ,121.22 ,48.0 ,桃园
58968,25.03 ,121.52 ,9.0 ,台北
58969,25.07 ,121.53 ,7.0 ,台北
58974,25.63 ,122.07 ,102.0 ,彭佳屿
59001,24.78 ,105.33 ,674.4 ,隆林
59004,24.50 ,105.10 ,725.9 ,西林
59007,24.07 ,105.07 ,1251.4 ,广南
59012,24.78 ,106.57 ,973.2 ,乐业
59015,24.35 ,106.57 ,439.0 ,凌云
59017,24.28 ,106.23 ,278.9 ,田林
59021,24.55 ,107.03 ,485.8 ,凤山
59022,24.98 ,107.55 ,697.4 ,南丹
59023,24.70 ,108.05 ,214.3 ,河池
59025,24.52 ,107.37 ,286.0 ,东兰
59027,24.30 ,107.25 ,253.1 ,巴马
59031,24.83 ,108.25 ,206.7 ,环江
59033,24.75 ,108.90 ,329.1 ,罗城
59034,24.48 ,108.67 ,149.8 ,宜山
59037,23.93 ,108.10 ,172.2 ,都安
59038,24.07 ,108.65 ,139.2 ,忻城
59041,24.65 ,109.25 ,108.2 ,柳城
59044,24.47 ,109.38 ,99.1 ,沙塘
59045,24.48 ,109.75 ,95.2 ,鹿案
59046,24.35 ,109.40 ,97.5 ,柳州
59047,24.25 ,109.33 ,101.7 ,柳江
59051,24.77 ,110.50 ,135.3 ,阳朔
59052,24.83 ,110.82 ,167.5 ,恭城
59053,24.62 ,110.67 ,104.4 ,平乐
59055,24.50 ,110.40 ,167.7 ,荔浦
59057,24.13 ,110.18 ,773.6 ,金秀
59058,24.20 ,110.52 ,147.0 ,蒙山
59059,24.18 ,110.80 ,108.3 ,昭平
59061,24.82 ,111.27 ,193.5 ,富川
59063,25.18 ,111.45 ,261.8 ,江华
59064,24.55 ,111.32 ,140.0 ,钟山
59065,24.42 ,111.52 ,109.3 ,贺县
59071,24.72 ,112.28 ,115.3 ,连南
59072,24.78 ,112.38 ,98.1 ,连县
59074,24.57 ,112.15 ,299.0 ,连山
59075,24.48 ,112.63 ,70.0 ,阳山
59081,24.78 ,113.27 ,99.0 ,乳源
59082,24.68 ,113.60 ,59.8 ,韶关
59087,23.87 ,113.53 ,68.4 ,佛冈
59088,24.18 ,113.42 ,44.4 ,英德
59090,24.95 ,114.07 ,103.8 ,始兴
59091,24.75 ,114.53 ,253.4 ,全南
59092,24.92 ,114.82 ,206.5 ,龙南
59093,24.78 ,115.03 ,251.5 ,定南
59094,24.37 ,114.07 ,136.3 ,翁源
59096,24.37 ,114.48 ,214.5 ,连平
59097,24.05 ,114.20 ,160.6 ,新丰
59099,24.45 ,114.93 ,175.0 ,和平
59102,24.95 ,115.65 ,302.7 ,寻乌
59106,24.58 ,115.90 ,148.7 ,平远
59107,24.10 ,115.25 ,101.5 ,龙川
59109,24.15 ,115.73 ,123.0 ,兴宁
59113,24.72 ,116.72 ,221.7 ,永定
59114,24.65 ,116.17 ,106.1 ,蕉岭
59116,24.33 ,116.70 ,80.7 ,大埔
59117,24.27 ,116.10 ,89.3 ,梅县
59122,24.62 ,117.75 ,42.2 ,长太
59124,24.52 ,117.37 ,28.2 ,南靖
59125,24.37 ,117.32 ,36.8 ,平和
59126,24.50 ,117.65 ,29.4 ,漳州
59127,24.45 ,117.82 ,7.6 ,龙海
59129,24.13 ,117.60 ,51.1 ,漳浦
59130,24.72 ,118.13 ,44.9 ,同安
59131,24.97 ,118.37 ,44.9 ,南安
59133,24.90 ,118.92 ,22.6 ,崇武
59134,24.48 ,118.07 ,138.3 ,厦门
59135,24.42 ,118.33 ,11.0 ,金山
59137,24.82 ,118.57 ,55.0 ,晋江
59152,24.80 ,120.97 ,34.0 ,新竹
59153,24.83 ,120.93 ,8.0 ,新竹
59155,24.25 ,120.62 ,100.0 ,公馆
59158,24.15 ,120.68 ,78.0 ,台中
59162,24.77 ,121.75 ,9.0 ,宜兰
59205,23.65 ,105.63 ,690.2 ,富宁
59209,23.42 ,105.83 ,794.7 ,那坡
59211,23.90 ,106.60 ,175.8 ,百色
59213,23.73 ,106.92 ,110.0 ,田阳
59215,23.33 ,106.62 ,635.7 ,德保
59218,23.13 ,106.42 ,740.2 ,靖西
59224,23.60 ,107.12 ,115.8 ,田东
59227,23.08 ,107.15 ,438.0 ,天等
59228,23.32 ,107.58 ,112.6 ,平果
59229,23.18 ,107.70 ,98.0 ,隆安
59230,23.72 ,108.17 ,168.9 ,马山
59235,23.42 ,108.62 ,116.4 ,上林
59237,23.17 ,108.28 ,115.3 ,武鸣
59238,23.22 ,108.80 ,122.7 ,宾阳
59241,23.97 ,109.68 ,91.3 ,象州
59242,23.75 ,109.23 ,85.2 ,来宾
59246,23.60 ,109.67 ,70.4 ,武宣
59249,23.12 ,109.62 ,56.0 ,贵县
59252,23.65 ,110.70 ,100.0 ,太平
59254,23.40 ,110.08 ,44.1 ,桂平
59255,23.55 ,110.38 ,36.9 ,平南
59256,23.37 ,110.92 ,54.6 ,藤县
59262,23.97 ,111.73 ,54.6 ,信都
59264,23.45 ,111.50 ,34.7 ,封开
59265,23.48 ,111.30 ,116.5 ,梧州
59266,23.42 ,111.23 ,41.4 ,苍梧
59268,23.25 ,111.53 ,29.6 ,郁南
59269,23.15 ,111.77 ,22.0 ,德庆
59270,23.92 ,112.18 ,56.9 ,怀集
59271,23.63 ,112.43 ,55.5 ,广宁
59276,23.35 ,112.67 ,48.3 ,四会
59278,23.05 ,112.47 ,12.4 ,高要
59279,23.17 ,112.88 ,84.4 ,三水
59280,23.67 ,113.05 ,19.4 ,清远
59282,23.13 ,113.32 ,8.2 ,天河
59284,23.38 ,113.22 ,6.1 ,花县
59285,23.55 ,113.58 ,34.5 ,从化
59287,23.17 ,113.33 ,4.2 ,广州
59288,23.02 ,113.10 ,6.5 ,南海
59289,23.03 ,113.75 ,19.8 ,东莞
59290,23.73 ,114.23 ,71.3 ,龙门
59293,23.73 ,114.68 ,40.8 ,河源
59294,23.30 ,113.82 ,9.7 ,增城
59297,23.18 ,114.28 ,16.4 ,博罗
59298,23.08 ,114.42 ,22.0 ,惠阳
59303,23.93 ,115.77 ,122.2 ,五华
59304,23.63 ,115.18 ,140.8 ,紫金
59306,23.43 ,115.83 ,41.5 ,揭西
59310,23.77 ,116.18 ,39.1 ,丰顺
59312,23.67 ,116.63 ,11.3 ,潮州
59313,23.68 ,116.98 ,5.8 ,饶平
59314,23.30 ,116.17 ,14.9 ,普宁
59315,23.57 ,116.38 ,3.7 ,揭阳
59316,23.40 ,116.68 ,7.3 ,汕头
59317,23.03 ,116.30 ,13.9 ,惠来
59318,23.27 ,116.58 ,6.7 ,潮阳
59319,23.47 ,116.77 ,5.4 ,澄海
59320,23.77 ,117.13 ,20.4 ,诏安
59321,23.78 ,117.50 ,54.4 ,东山
59322,23.98 ,117.37 ,20.2 ,云宵
59324,23.43 ,117.03 ,7.6 ,南澳
59327,23.40 ,117.10 ,100.0 ,云澳
59328,23.28 ,117.25 ,100.0 ,南澎岛
59345,23.52 ,119.57 ,22.0 ,马公
59348,23.27 ,119.67 ,45.0 ,东吉屿
59353,23.52 ,120.80 ,2408.0 ,阿里山
59354,23.50 ,120.47 ,100.0 ,嘉义
59358,23.00 ,120.22 ,14.0 ,台南
59359,23.48 ,120.95 ,3851.0 ,玉山
59362,24.02 ,121.62 ,100.0 ,花莲
59368,23.10 ,121.37 ,37.0 ,新港
59413,22.83 ,106.82 ,305.0 ,硕龙
59417,22.33 ,106.85 ,129.7 ,龙州
59419,22.10 ,106.75 ,243.4 ,凭祥
59421,22.83 ,107.20 ,255.2 ,大新
59425,22.40 ,107.35 ,106.5 ,崇左
59426,22.63 ,107.90 ,88.9 ,扶绥
59427,22.12 ,107.12 ,162.6 ,宁明
59428,22.12 ,107.43 ,133.0 ,海渊
59429,22.15 ,107.97 ,183.9 ,上思
59431,22.82 ,108.35 ,73.7 ,南宁
59435,22.77 ,108.48 ,78.8 ,邕宁
59441,22.70 ,109.25 ,77.2 ,横县
59446,22.42 ,109.30 ,66.0 ,灵山
59448,22.27 ,109.55 ,69.4 ,浦北
59449,22.27 ,109.98 ,70.4 ,博白
59451,22.70 ,110.35 ,102.5 ,北流
59452,22.85 ,110.53 ,97.2 ,容县
59453,22.65 ,110.17 ,85.3 ,玉林
59454,22.92 ,111.00 ,99.6 ,岑溪
59456,22.35 ,110.93 ,83.9 ,信宜
59457,22.32 ,110.27 ,121.4 ,陆川
59462,22.77 ,111.57 ,57.8 ,罗定
59469,22.17 ,111.78 ,17.1 ,阳春
59470,22.72 ,112.22 ,28.8 ,新兴
59471,22.93 ,112.05 ,99.6 ,云浮
59473,22.77 ,112.97 ,17.6 ,鹤山
59475,22.37 ,112.68 ,17.7 ,开平
59476,22.53 ,113.03 ,28.8 ,新会
59477,22.18 ,112.30 ,25.4 ,恩平
59478,22.25 ,112.78 ,32.8 ,台山
59480,22.85 ,113.25 ,19.0 ,顺德
59481,22.95 ,113.37 ,9.7 ,番禹
59485,22.53 ,113.35 ,2.1 ,中山
59487,22.22 ,113.28 ,17.4 ,斗门
59488,22.28 ,113.58 ,45.8 ,珠海
59492,22.93 ,114.70 ,27.5 ,惠东
59493,22.55 ,114.10 ,40.0 ,深圳
59500,22.97 ,115.32 ,5.7 ,海丰
59501,22.78 ,115.37 ,5.5 ,汕尾
59502,22.95 ,115.65 ,5.1 ,陆丰
59505,22.65 ,115.57 ,100.0 ,遮浪
59553,22.47 ,120.43 ,8.0 ,东港
59554,22.62 ,120.27 ,33.0 ,高雄
59556,22.35 ,120.90 ,9.0 ,大武
59559,22.00 ,120.75 ,24.0 ,恒春
59562,22.75 ,121.15 ,10.0 ,台东
59567,22.03 ,121.55 ,325.0 ,兰屿
59605,21.38 ,110.25 ,28.2 ,遂溪
59620,21.77 ,107.18 ,350.0 ,板栏
59626,21.53 ,107.97 ,22.8 ,东兴
59631,21.78 ,108.35 ,31.3 ,防城
59632,21.95 ,108.62 ,5.5 ,钦洲
59635,21.62 ,108.35 ,100.0 ,防城港
59640,21.67 ,109.18 ,6.0 ,合浦
59644,21.45 ,109.13 ,13.1 ,北海
59647,21.03 ,109.10 ,54.9 ,涠洲岛
59653,21.93 ,110.85 ,31.4 ,高州
59654,21.63 ,110.28 ,21.2 ,廉江
59655,21.65 ,110.62 ,31.8 ,化州
59656,21.43 ,110.77 ,21.8 ,吴川
59658,21.22 ,110.40 ,29.4 ,湛江
59659,21.65 ,110.88 ,26.4 ,茂名
59663,21.87 ,111.97 ,22.0 ,阳江
59664,21.50 ,111.00 ,13.2 ,电白
59673,21.73 ,112.77 ,17.7 ,上川岛
59681,21.82 ,113.95 ,100.0 ,黄茅洲
59750,20.92 ,110.10 ,22.2 ,海康
59752,20.90 ,110.62 ,100.0 ,硇洲
59754,20.33 ,110.17 ,69.0 ,徐闻
59757,20.00 ,110.37 ,10.7 ,琼山
59758,20.03 ,110.35 ,18.0 ,海口
59792,20.67 ,116.72 ,6.0 ,东沙岛
59838,19.10 ,108.62 ,8.0 ,东方
59842,19.90 ,109.68 ,31.6 ,临高
59843,19.73 ,110.00 ,32.1 ,澄迈
59845,19.52 ,109.58 ,168.8 ,儋县
59847,19.27 ,109.05 ,98.9 ,昌江
59848,19.23 ,109.43 ,217.7 ,白沙
59849,19.03 ,109.83 ,248.6 ,琼中
59851,19.70 ,110.33 ,25.2 ,定安
59853,19.57 ,110.82 ,100.0 ,清兰
59854,19.37 ,110.10 ,118.7 ,屯昌
59855,19.23 ,110.47 ,24.1 ,琼海
59856,19.62 ,110.75 ,22.5 ,文昌
59940,18.75 ,109.17 ,160.6 ,乐东
59941,18.77 ,109.52 ,328.5 ,通什
59945,18.65 ,109.70 ,67.4 ,保亭
59948,18.23 ,109.52 ,7.0 ,三亚
59951,18.80 ,110.37 ,9.6 ,万宁
59954,18.50 ,110.03 ,11.5 ,陵水
59981,16.83 ,112.33 ,5.4 ,西沙
59985,16.53 ,111.62 ,4.6 ,珊瑚岛
59995,9.38 ,112.88 ,8.0 ,永署礁
59997,10.38 ,114.37 ,5.0 ,南沙岛
